nThreads, rep, MatrixName, NRows, NCol, NZ, k, hackSize, time, err_rel, speedup, bandwidth, GFLOPS
0, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000006, 27.896003, 0.423294, 0.905194, 41.047765
0, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000006, 27.896003, 0.269614, 0.908929, 41.217123
0, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000006, 27.896003, 0.279245, 0.898273, 40.733944
0, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000006, 27.896003, 0.269763, 0.907057, 41.132269
0, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000007, 27.896003, 0.253442, 0.832112, 37.733710
0, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000006, 27.896003, 0.271422, 0.902875, 40.942624
0, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000006, 27.896003, 0.284867, 0.897816, 40.713193
0, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000006, 27.896003, 0.273657, 0.903801, 40.984616
0, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000006, 27.896003, 0.268569, 0.905194, 41.047765
0, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000006, 27.896003, 0.269891, 0.906591, 41.111111
0, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.428017, 0.876085, 41.646692
0, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.293846, 0.905091, 43.025571
0, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.289425, 0.896643, 42.624001
0, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.301440, 0.901935, 42.875537
0, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000012, 36.405188, 0.288325, 0.890234, 42.319302
